"Week","Month","Year","Item Desc WSS","Item Seq WSS","Amount"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2 Gold Coin and Bullion","15","586.98052439"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","5.2 Treasury","28","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","5.1 Commercial","27","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.8 Others","25","43.9479"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.7 Export-Import Bank of India","24","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.3 NABARD","20","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.6 Industrial Development Bank of India","23","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.5 Scheduled State Co-op.Banks","22","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.4 Scheduled Commercial Banks","21","742.715"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.2 State Governments ","19","35.7779"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","4.1 Central Government","18","0"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","Total Liabilities /Assets","13","13794.8771855"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","3 Other Liabilities","12","8830.54254381"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.7 Others","11","1049.30617279"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.6 Other Banks","10","190.68209492"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.6 Other Banks","10","11.8299176"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.5 Scheduled State Co-operative Banks","9","33.08002213"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.4 Scheduled Commercial Banks","8","3678.00240805"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.3 State Governments","7","0.42464901"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2.1 Central Government","5","1.0093772"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2 Deposits","4","4964.33464169"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","2 Gold Coin and Bullion","15","646.1823746"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","Total Liabilities /Assets","13","14964.91088946"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","1.2 Notes held in Banking Department","3","0.13984613"
"2015/06/19 00:00:00","2015/06/19 00:00:00","2015-16   ","1.1 Notes in Circulation","2","14964.77104333"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","5 Bills Purchased and Discounted","26",""
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4 Loans and Advances","17",""
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.2 Market Stabilisation Scheme","6",""
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","1 Foreign Currency Assets","14","21245.83826262"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","1 Notes Issued","1","14774.51105731"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","7 Other Assets","30","166.40624005"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","6 Investments","29","13.2"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","3 Rupee Securities (including Treasury Bills)","16","5195.90291963"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2 Gold Coin and Bullion","15","586.98052439"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","5.2 Treasury","28","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","5.1 Commercial","27","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.8 Others","25","50.7279"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.7 Export-Import Bank of India","24","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.3 NABARD","20","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.6 Industrial Development Bank of India","23","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.5 Scheduled State Co-op.Banks","22","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.4 Scheduled Commercial Banks","21","772.045"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.2 State Governments ","19","8.7515"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","4.1 Central Government","18","0"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","Total Liabilities /Assets","13","13911.52366398"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","3 Other Liabilities","12","8678.34"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.7 Others","11","1348.03"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.6 Other Banks","10","187.24681385"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.6 Other Banks","10","11.81742604"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.5 Scheduled State Co-operative Banks","9","32.52087949"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.4 Scheduled Commercial Banks","8","3652.13691184"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.3 State Governments","7","0.42484718"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2.1 Central Government","5","1.00984915"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2 Deposits","4","5106.63891485"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","2 Gold Coin and Bullion","15","646.1823746"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","Total Liabilities /Assets","13","14774.51105731"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","1.2 Notes held in Banking Department","3","0.16548805"
"2015/06/26 00:00:00","2015/06/26 00:00:00","2015-16   ","1.1 Notes in Circulation","2","14774.34556926"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","1 Foreign Currency Assets","14","13251.38864"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","5 Bills Purchased and Discounted","26",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","1 Notes Issued","1","10585.19"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","7 Other Assets","30","71.84478"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","6 Investments","29","13.2"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","3 Rupee Securities (including Treasury Bills)","16","5843.92973"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","655.2423"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","5.2 Treasury","28",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","5.1 Commercial","27",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.8 Others","25","27"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.7 Export-Import Bank of India","24",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.3 NABARD","20",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.6 Industrial Development Bank of India","23",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.5 Scheduled State Co-op.Banks","22",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.4 Scheduled Commercial Banks","21","87.55"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.2 State Governments ","19","1.1334"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","4.1 Central Government","18",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","Total Liabilities /Assets","13","10087.423"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","3 Other Liabilities","12","5892.04905"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.7 Others","11","111.58043"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.6 Other Banks","10","142.30696"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.6 Other Banks","10","0.86195"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.5 Scheduled State Co-operative Banks","9","32.65289"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.4 Scheduled Commercial Banks","8","3232.70514"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.3 State Governments","7","9.97479"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.2 Market Stabilisation Scheme","6",""
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2.1 Central Government","5","665.29179"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2 Deposits","4","4195.37395"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","2 Gold Coin and Bullion","15","721.324914"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","Total Liabilities /Assets","13","10585.188118"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","1.2 Notes held in Banking Department","3","0.16"
"2012/03/23 00:00:00","2012/03/23 00:00:00","2011-12   ","1.1 Notes in Circulation","2","10585.03"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","1 Foreign Currency Assets","14","13238.44626"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","5 Bills Purchased and Discounted","26",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","1 Notes Issued","1","10643.42652"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","7 Other Assets","30","80.3561"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","6 Investments","29","13.2"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","3 Rupee Securities (including Treasury Bills)","16","4844.31487"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2 Gold Coin and Bullion","15","658.0671"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","5.2 Treasury","28",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","5.1 Commercial","27",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.8 Others","25","24.92855"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.7 Export-Import Bank of India","24",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.3 NABARD","20",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.6 Industrial Development Bank of India","23",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.5 Scheduled State Co-op.Banks","22",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.4 Scheduled Commercial Banks","21","47.4298"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.2 State Governments ","19","13.58072"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","4.1 Central Government","18",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","Total Liabilities /Assets","13","9001.33147"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","3 Other Liabilities","12","5808.1859"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.7 Others","11","122.37472"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.6 Other Banks","10","144.14286"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.6 Other Banks","10","1.06183"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.5 Scheduled State Co-operative Banks","9","32.42381"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.4 Scheduled Commercial Banks","8","2884.32923"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.3 State Governments","7","7.80381"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.2 Market Stabilisation Scheme","6",""
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2.1 Central Government","5","1.0093"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2 Deposits","4","3193.14557"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","2 Gold Coin and Bullion","15","724.43459"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","Total Liabilities /Assets","13","10643.42652"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","1.2 Notes held in Banking Department","3","0.15133"
"2012/04/06 00:00:00","2012/04/06 00:00:00","2012-13   ","1.1 Notes in Circulation","2","10643.27519"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","1 Foreign Currency Assets","14","14409.482183"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","1 Notes Issued","1","11829.561508"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","7 Other Assets","30","80.638045"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","6 Investments","29","13.2"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","3 Rupee Securities (including Treasury Bills)","16","5790.133341"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2 Gold Coin and Bullion","15","665.1434"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.8 Others","25","10.102298"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.7 Export-Import Bank of India","24","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.3 NABARD","20","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.6 Industrial Development Bank of India","23","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.5 Scheduled State Co-op.Banks","22","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.4 Scheduled Commercial Banks","21","226.4484"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.2 State Governments ","19","17.812768"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","4.1 Central Government","18","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","Total Liabilities /Assets","13","10115.623533"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","3 Other Liabilities","12","7062.124193"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.7 Others","11","132.556309"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.6 Other Banks","10","135.649458"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.6 Other Banks","10","2.771164"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.5 Scheduled State Co-operative Banks","9","28.700804"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.4 Scheduled Commercial Banks","8","2522.417516"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.3 State Governments","7","0.424515"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.2 Market Stabilisation Scheme","6","0"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2.1 Central Government","5","230.979574"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2 Deposits","4","3053.49934"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","2 Gold Coin and Bullion","15","732.224606"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","Total Liabilities /Assets","13","11829.561508"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","1.2 Notes held in Banking Department","3","0.165552"
"2013/04/05 00:00:00","2013/04/05 00:00:00","2013-14   ","1.1 Notes in Circulation","2","11829.395956"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","1 Foreign Currency Assets","14","14370.063007"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","1 Notes Issued","1","12054.976287"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","7 Other Assets","30","77.878035"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","6 Investments","29","13.2"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","3 Rupee Securities (including Treasury Bills)","16","6299.27237"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2 Gold Coin and Bullion","15","665.1434"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.8 Others","25","9.677298"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.7 Export-Import Bank of India","24","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.3 NABARD","20","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.6 Industrial Development Bank of India","23","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.5 Scheduled State Co-op.Banks","22","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.4 Scheduled Commercial Banks","21","257.1284"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.2 State Governments ","19","1.1196"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","4.1 Central Government","18","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","Total Liabilities /Assets","13","10370.730429"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","3 Other Liabilities","12","7026.356651"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.7 Others","11","121.51536"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.6 Other Banks","10","145.595927"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.6 Other Banks","10","5.566912"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.5 Scheduled State Co-operative Banks","9","31.119855"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.4 Scheduled Commercial Banks","8","3039.148422"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.3 State Governments","7","0.424603"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.2 Market Stabilisation Scheme","6","0"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2.1 Central Government","5","1.002699"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2 Deposits","4","3344.373778"
"2013/04/12 00:00:00","2013/04/12 00:00:00","2013-14   ","2 Gold Coin and Bullion","15","732.224606"
